tconst,titleType,originalTitle,primaryTitle,startYear,endYear,runtimeMinutes,genres
tt9631262,tvEpisode,Episode dated 6 September 2012,Episode dated 6 September 2012,2012,,,Talk-Show
tt9478496,tvEpisode,Episode #1.150,Episode #1.150,2006,,,Drama
tt2108773,tvEpisode,Episode #7.1,Episode #7.1,2011,,,Comedy
tt16255096,tvEpisode,Episode #1.2721,Episode #1.2721,,,180,News
tt38853647,tvEpisode,Episode #1.17,Episode #1.17,1973,,,History
tt2202721,tvEpisode,Steven Yeun,Steven Yeun,2012,,60,"News,Talk-Show"
tt10264322,tvEpisode,Hamburg,Hamburg,2019,,23,"Adventure,Comedy,Documentary"
tt1497371,tvEpisode,Episode #2.72,Episode #2.72,1993,,60,"Comedy,Music,Talk-Show"
tt34830438,tvEpisode,Episode #1.34,Episode #1.34,2024,,45,"Comedy,Drama"
tt14530764,tvEpisode,Episode #1.15,Episode #1.15,2016,,,Drama
tt10283916,short,État des lieux,État des lieux,2021,,,Short
tt13027524,tvEpisode,"Praha - Prague, Czech Republic","Praha - Prague, Czech Republic",2008,,,Documentary
tt1919628,tvEpisode,Financial Infidelity,Financial Infidelity,2011,,,"Drama,Talk-Show"
tt27237943,tvEpisode,Episode #1.77,Episode #1.77,,,,Comedy
tt3022406,tvEpisode,The Social Network,The Social Network,2010,,,Documentary
tt5139368,short,Imperceptible,Imperceptible,2019,,8,"Drama,Short"
tt35602263,short,Ciro,Ciro,2022,,,"Drama,Short"
tt2706796,tvEpisode,"Kenta Nishimura, Hikaru Ijûin & Sujitarô Tamabukuro","Kenta Nishimura, Hikaru Ijûin & Sujitarô Tamabukuro",2013,,30,Talk-Show
tt27637015,tvEpisode,The Adventures of Horse Wrangling Horse Boys,The Adventures of Horse Wrangling Horse Boys,2020,,,
tt25291500,tvEpisode,Episode dated 20 December 2022,Episode dated 20 December 2022,2022,,,News
tt1012317,tvEpisode,Episode #1.2,Episode #1.2,1993,,,
tt1465989,tvEpisode,Majstor nad majstorite,Majstor nad majstorite,1997,,,
tt28505017,tvEpisode,The Flaw,The Flaw,2024,,,Drama
tt31823961,tvEpisode,Black people REJECT American Society of Magical Negroes! Racist Harry Potter movie FAILS big time!,Black people REJECT American Society of Magical Negroes! Racist Harry Potter movie FAILS big time!,2024,,,"Comedy,News,Talk-Show"
tt31122827,tvEpisode,Across The Block,Across The Block,2022,,,Reality-TV
tt15959864,tvEpisode,18. oktober 2013,18. oktober 2013,2013,,,News
tt27130001,tvEpisode,Episode #2.162,Episode #2.162,,,,Reality-TV
tt13899504,tvEpisode,Gillian Anderson/Kate Flannery/Bartees Strange,Gillian Anderson/Kate Flannery/Bartees Strange,2021,,41,"Comedy,Talk-Show"
tt2295021,tvEpisode,Agony Uncles: Breaking Up,Agony Uncles: Breaking Up,2012,,26,"Comedy,Documentary"
tt2270746,tvEpisode,Episode #12.11,Episode #12.11,2005,,,"Family,Game-Show"
tt16417308,tvEpisode,Episode #1.52,Episode #1.52,2020,,21,
tt32422323,tvEpisode,Episode #16.1,Episode #16.1,2017,,,"Comedy,Romance"
tt31033364,tvEpisode,The Trouble With Malaria,The Trouble With Malaria,1994,,,Documentary
tt35616156,tvEpisode,Episode #1.792,Episode #1.792,2024,,,Drama
tt5868184,tvEpisode,Kirsten Gillibrand,Kirsten Gillibrand,2016,,26,"Comedy,News,Talk-Show"
tt0946150,tvEpisode,Episode #1.2657,Episode #1.2657,2004,,28,"Crime,Drama,Romance"
tt15115234,tvEpisode,Épisode 2,Épisode 2,2021,,,"Crime,Drama,Thriller"
tt38885398,tvEpisode,Episode #1.298,Episode #1.298,2018,,,"Drama,Romance"
tt30476499,tvEpisode,Avsnitt 4,Avsnitt 4,2010,,,Reality-TV
tt38808386,tvEpisode,Episode #1.52,Episode #1.52,1975,,,History
tt13744040,tvEpisode,Episode dated 24 November 2020,Episode dated 24 November 2020,2020,,,News
tt21245102,tvEpisode,Episode #2.76,Episode #2.76,2022,,,Drama
tt12344338,tvShort,Bak berget det blå...,Bak berget det blå...,2019,,9,"Documentary,Short"
tt26657140,tvEpisode,Episode #6.23,Episode #6.23,,,,"Family,Music"
tt10371030,tvSeries,Game Changers,Game Changers,,,,Comedy
tt6865136,tvEpisode,Bao lü,Bao lü,1980,,,Animation
tt6702790,tvEpisode,Rebecca hat Verständnis für Rufus,Rebecca hat Verständnis für Rufus,2010,,25,"Drama,Romance"
tt5465670,tvEpisode,Episode #3.6,Episode #3.6,2015,,,"Game-Show,Music"
tt8235744,tvEpisode,9-16-2015,9-16-2015,2015,,,News
tt1948473,tvEpisode,Episode dated 31 December 1982,Episode dated 31 December 1982,1982,,,"Comedy,Talk-Show"
tt22047146,tvEpisode,Nature One - Mehr als Musik,Nature One - Mehr als Musik,2022,,,"Documentary,Music"
tt5353836,tvEpisode,Episode dated 27 January 2016,Episode dated 27 January 2016,2016,,,"Comedy,News"
tt30193028,tvEpisode,Eomeo! Geureolsuga!,Eomeo! Geureolsuga!,1984,,,Drama
tt14915484,tvEpisode,Episode dated 22 June 2021,Episode dated 22 June 2021,2021,,210,"News,Talk-Show"
tt24635064,tvEpisode,Episode #1.238,Episode #1.238,,,,Comedy
tt6296074,tvEpisode,Sauvage,Sauvage,2006,,11,"Animation,Family"
tt35985944,tvEpisode,Episode #1.7,Episode #1.7,2025,,29,
tt30442255,tvSpecial,Sold in the South,Sold in the South,2023,,,Documentary
tt28822424,tvEpisode,Episode #1.98,Episode #1.98,2022,,,"Drama,Family,Romance"
tt3173548,video,House of Cards,House of Cards,2013,,6,"Romance,Short"
tt16378348,tvEpisode,Open Secrets,Open Secrets,2021,,43,Documentary
tt8150074,short,Love-40,Love-40,2018,,8,"Comedy,Short"
tt15175074,tvEpisode,Fifa,Fifa,2013,,,"Adventure,Animation,Comedy"
tt14603746,tvEpisode,Ver-kehr-te Welt,Ver-kehr-te Welt,2020,,15,"Comedy,Mystery"
tt0506203,tvEpisode,Return of the Chief,Return of the Chief,1956,,30,"Family,Western"
tt34000893,tvEpisode,Episode #1.174,Episode #1.174,2024,,,"Drama,Romance"
tt15206128,tvEpisode,Episode #1.1147,Episode #1.1147,,,,Horror
tt13758342,tvEpisode,Dean Edwards,Dean Edwards,2021,,21,Comedy
tt10789170,tvEpisode,Episode dated 29 April 1988,Episode dated 29 April 1988,1988,,,Comedy
tt12466612,movie,Burgundia (Carnet Filmé: 23 décembre 2007 au 28 décembre 2007) (5ème partie de la Décalogie de la Nuit),Burgundia (Carnet Filmé: 23 décembre 2007 au 28 décembre 2007) (5ème partie de la Décalogie de la Nuit),2008,,62,Documentary
tt1808557,short,The Invasion,The Invasion,2007,,5,Short
tt37676444,tvEpisode,Jonathan Bennett's Mai Tai Manor,Jonathan Bennett's Mai Tai Manor,2021,,,
tt1437674,tvEpisode,Lauren Shuler Donner,Lauren Shuler Donner,2009,,,Talk-Show
tt36043743,tvEpisode,Zeigarnik,Zeigarnik,2025,,,Comedy
tt15963326,tvEpisode,6. sep. 2012 kl. 20:55,6. sep. 2012 kl. 20:55,2012,,,News
tt11713516,tvEpisode,Hor Cujet: Les Moyens de Transport,Hor Cujet: Les Moyens de Transport,2015,,5,Comedy
tt11684428,tvEpisode,Episode dated 15 January 1999,Episode dated 15 January 1999,1999,,,News
tt21223676,tvEpisode,477. Bölüm,477. Bölüm,2020,,,"Drama,Romance"
tt6089254,tvEpisode,Episode #15.11,Episode #15.11,2016,,31,"Comedy,Game-Show"
tt24265066,tvEpisode,Episode dated 12 December 2022,Episode dated 12 December 2022,2022,,,"News,Talk-Show"
tt32881380,tvEpisode,Merkat and Giant Millipede,Merkat and Giant Millipede,2023,,,"Documentary,Family"
tt35479679,tvEpisode,Reunion,Reunion,2024,,,"Action,Adventure,Animation"
tt1636273,tvEpisode,Episode dated 24 March 2010,Episode dated 24 March 2010,2010,,,"Sport,Talk-Show"
tt0096446,movie,Willow,Willow,1988,,126,"Action,Adventure,Drama"
tt1079285,tvEpisode,Episode dated 28 April 1975,Episode dated 28 April 1975,1975,,,"News,Talk-Show"
tt28994005,tvEpisode,Episode #1.6,Episode #1.6,2023,,,Comedy
tt5956968,short,CHOSA (Assignment),CHOSA (Assignment),2016,,6,"Crime,Horror,Short"
tt1122094,tvEpisode,Fox in Space,Fox in Space,2005,,,"Comedy,Family"
tt8944832,tvEpisode,Rett fra leveren. Anne-Brit Sketne,Rett fra leveren. Anne-Brit Sketne,1986,,4,"Documentary,Short"
tt10082014,tvEpisode,Episode #1.675,Episode #1.675,2004,,,Thriller
tt0037917,movie,Miss Susie Slagle's,Miss Susie Slagle's,1946,,88,Drama
tt27934081,tvEpisode,Party Boat,Party Boat,2023,,,"Adventure,Animation,Comedy"
tt11929140,tvEpisode,Washington Huskies vs. Arizona Wildcats,Washington Huskies vs. Arizona Wildcats,2011,,,Sport
tt15859098,tvEpisode,17. aug. 2017 - Dagsnytt 18,17. aug. 2017 - Dagsnytt 18,2017,,,News
tt27997789,tvEpisode,Episode #1.182,Episode #1.182,,,,Crime
tt13013776,tvEpisode,Mick and Linda,Mick and Linda,2020,,30,"Documentary,Talk-Show"
tt3348974,movie,Complete Taekwondo Sparring: Volume 1,Complete Taekwondo Sparring: Volume 1,2008,,74,
tt23386288,tvEpisode,Jasmine Saleh,Jasmine Saleh,2003,,,Reality-TV
tt17345576,tvEpisode,A Vinícola,A Vinícola,2015,,13,"Adventure,Comedy,Game-Show"
tt0427421,movie,Kamandag ng kris,Kamandag ng kris,1987,,,"Action,Drama,War"
tt12249024,short,Være oss sjæl,Være oss sjæl,2019,,,Short
tt7610512,tvEpisode,Les gâteaux au fromage,Les gâteaux au fromage,2017,,5,Documentary
tt12480910,tvEpisode,Episode #1.4471,Episode #1.4471,,,30,"Crime,Drama,Mystery"
tt10023186,tvEpisode,Chapter One,Chapter One,1994,,,"Drama,History"
tt28504881,tvEpisode,Episode #1.1933,Episode #1.1933,1970,,30,"Crime,Drama,Romance"
tt5131652,tvMovie,Jazan,Jazan,2013,,35,"Biography,Documentary,History"
tt5968798,tvEpisode,Wat kost een spaarlamp?,Wat kost een spaarlamp?,2013,,,Documentary
tt0507495,tvEpisode,Taxi 541,Taxi 541,1999,,44,"Action,Crime,Drama"
tt21243594,tvEpisode,"Grammes, Maria Pantazi VS DimitrisPantazis, Panais, Hashan","Grammes, Maria Pantazi VS DimitrisPantazis, Panais, Hashan",2011,,,Talk-Show
tt25804916,tvEpisode,Episode #1.1058,Episode #1.1058,,,,Reality-TV
tt15051518,tvEpisode,Episode #1.448,Episode #1.448,,,,Drama
tt31805948,short,Aunt Inez,Aunt Inez,,,,"Drama,Short"
tt5143942,short,What a Beautiful World This Will Be,What a Beautiful World This Will Be,2017,,17,"Comedy,Fantasy,Mystery"
tt1078516,tvEpisode,Episode #3.6,Episode #3.6,2004,,,Documentary
tt0964025,tvEpisode,Episode #3.15,Episode #3.15,2005,,,Comedy
tt0010754,movie,Synnöve Solbakken,Fairy of Solbakken,1919,,111,Drama
tt32023842,tvEpisode,Episode dated 19 February 2024,Episode dated 19 February 2024,2024,,,"Documentary,News"
tt1260425,tvEpisode,"'10,000 BC': The Making of an Epic World","'10,000 BC': The Making of an Epic World",2008,,,"Documentary,Short"
tt9059690,tvEpisode,Examinador,Examinador,2018,,,Comedy
tt5211472,tvEpisode,Driving Test,Driving Test,,,,"Animation,Comedy"
tt28277405,tvEpisode,Episode #1.4,Episode #1.4,1978,,,History
tt14777556,tvEpisode,Episode #1.56,Episode #1.56,,,,"Drama,Romance"
tt32809742,short,The Last Drink,The Last Drink,2024,,,Short
tt37937861,tvEpisode,Pharaoh`s Curse,Pharaoh`s Curse,1965,,,"Action,Drama,Horror"
tt29712162,tvEpisode,Episode #1.728,Episode #1.728,,,,"Family,Talk-Show"
tt14486636,tvEpisode,Plundsmas,Plundsmas,2020,,,"Action,Animation,Comedy"
tt10655808,short,Nightmare,Nightmare,2019,,40,"Drama,Short"
tt33502878,tvEpisode,Episode #1.1276,Episode #1.1276,1955,,15,Family
tt11344388,tvEpisode,22nd November 2019 Late News,22nd November 2019 Late News,2019,,27,News
tt1227662,tvEpisode,Episode #17.3966,Episode #17.3966,2008,,22,Drama
tt8352396,tvEpisode,"Terri Levine, Turbocharge","Terri Levine, Turbocharge",2017,,,Talk-Show
tt13180934,tvEpisode,Amber,Amber,2020,,,Reality-TV
tt33086289,tvEpisode,Alexandrie,Alexandrie,2019,,53,Documentary
tt1722981,tvEpisode,Episode #3.4,Episode #3.4,2010,,,"Action,Reality-TV,Sport"
tt2713728,tvEpisode,Episode dated 9 March 2013,Episode dated 9 March 2013,2013,,,News
tt14922892,videoGame,Don't Let it End,Don't Let it End,2013,,,Mystery
tt16737576,tvEpisode,Episode #1.1578,Episode #1.1578,,,,News
tt9121940,movie,Geschichte einer Liebe: Freya,Geschichte einer Liebe: Freya,2016,,87,Documentary
tt6220302,tvEpisode,Episode #3.7,Episode #3.7,1966,,30,Music
tt5668060,tvEpisode,Candy Flavor Fail,Candy Flavor Fail,2016,,,Comedy
